resultId,raceId,driverId,constructorId,number,Grid,position,positionText,positionOrder,time_results ,milliseconds,fastestLap,rank_results,statusId,points,laps
395,37,13,6,5,1,5,5,5,36.705,5571635,42,3,1,4,56
396,37,21,4,3,12,6,6,6,+1:05.638,5600568,44,9,1,3,56
397,37,15,7,12,8,7,7,7,+1:10.132,5605062,40,10,1,2,56
398,37,5,4,4,11,8,8,8,+1:12.015,5606945,41,7,1,1,56
399,37,25,3,17,19,9,9,9,+1:29.924,5624854,19,8,1,0,56
400,37,17,9,15,10,10,10,10,+1:33.556,5628486,55,14,1,0,56
401,37,22,11,8,22,11,11,11,\N,\N,32,15,11,0,55
402,37,18,11,7,15,12,12,12,\N,\N,54,16,11,0,55
403,37,11,8,22,14,13,13,13,\N,\N,37,13,11,0,55
404,37,26,5,19,17,14,14,14,\N,\N,54,18,11,0,55
405,37,23,7,11,9,15,15,15,\N,\N,52,19,11,0,55
406,37,19,8,23,18,16,16,16,\N,\N,32,20,11,0,55
407,37,24,5,18,16,17,17,17,\N,\N,21,12,11,0,55
408,37,9,2,10,7,18,18,18,\N,\N,53,17,11,0,55
409,37,3,3,16,6,,R,19,\N,\N,18,6,9,0,42
410,37,14,9,14,13,,R,20,\N,\N,28,11,23,0,36
411,37,27,12,21,20,,R,21,\N,\N,5,21,5,0,7
412,37,16,12,20,21,,R,22,\N,\N,\N,\N,4,0,0
413,38,13,6,5,1,1,1,1,33:27.5,5607515,42,1,1,10,57
414,38,1,1,2,2,2,2,2,2.36,5609875,18,2,1,8,57
415,38,8,6,6,3,3,3,3,10.839,5618354,39,3,1,6,57
416,38,2,2,9,5,4,4,4,13.831,5621346,38,5,1,5,57
417,38,4,1,1,4,5,5,5,14.426,5621941,46,4,1,4,57
418,38,9,2,10,6,6,6,6,45.529,5653044,46,6,1,3,57
419,38,15,7,12,9,7,7,7,+1:21.371,5688886,40,7,1,2,57
420,38,21,4,3,7,8,8,8,+1:21.701,5689216,51,8,1,1,57
421,38,5,4,4,12,9,9,9,+1:29.411,5696926,27,10,1,0,57
422,38,3,3,16,10,10,10,10,+1:29.916,5697431,51,11,1,0,57
423,38,25,3,17,11,11,11,11,\N,\N,27,16,11,0,56
424,38,23,7,11,14,12,12,12,\N,\N,37,15,11,0,56
425,38,22,11,8,15,13,13,13,\N,\N,50,14,11,0,56
426,38,27,12,21,22,14,14,14,\N,\N,40,20,12,0,55
427,38,16,12,20,20,15,15,15,\N,\N,45,19,14,0,53
428,38,19,8,23,13,16,16,16,\N,\N,27,17,5,0,51
429,38,17,9,15,8,,R,17,\N,\N,37,12,6,0,41
430,38,14,9,14,21,,R,18,\N,\N,34,9,30,0,36
431,38,11,8,22,17,,R,19,\N,\N,23,18,5,0,34
432,38,24,5,18,18,,R,20,\N,\N,23,13,9,0,26
433,38,18,11,7,16,,R,21,\N,\N,\N,\N,4,0,0
434,38,26,5,19,19,,R,22,\N,\N,\N,\N,4,0,0
435,39,13,6,5,1,1,1,1,31:36.2,5496230,14,1,1,10,65
436,39,1,1,2,4,2,2,2,6.79,5503020,20,2,1,8,65
437,39,4,1,1,2,3,3,3,17.456,5513686,17,3,1,6,65
438,39,9,2,10,5,4,4,4,31.615,5527845,20,5,1,5,65
439,39,14,9,14,9,5,5,5,58.331,5554561,18,8,1,4,65
440,39,3,3,16,11,6,6,6,59.538,5555768,60,10,1,3,65
441,39,5,4,4,8,7,7,7,+1:02.128,5558358,32,4,1,2,65
442,39,11,8,22,13,8,8,8,\N,\N,23,12,11,1,64
443,39,21,4,3,10,9,9,9,\N,\N,57,9,11,0,64
444,39,22,11,8,12,10,10,10,\N,\N,16,14,11,0,64
445,39,19,8,23,15,11,11,11,\N,\N,59,15,11,0,64
446,39,18,11,7,14,12,12,12,\N,\N,64,13,11,0,64
447,39,16,12,20,20,13,13,13,\N,\N,57,16,12,0,63
448,39,27,12,21,21,14,14,14,\N,\N,61,18,12,0,63
449,39,2,2,9,7,,R,15,\N,\N,22,7,6,0,46
450,39,23,7,11,17,,R,16,\N,\N,37,11,22,0,44
451,39,24,5,18,16,,R,17,\N,\N,18,17,31,0,19
452,39,26,5,19,22,,R,18,\N,\N,6,20,27,0,9
453,39,8,6,6,3,,R,19,\N,\N,7,6,22,0,9
454,39,15,7,12,6,,R,20,\N,\N,6,19,32,0,8
455,39,17,9,15,19,,R,21,\N,\N,4,21,9,0,7
456,39,25,3,17,18,,R,22,\N,\N,\N,\N,4,0,1
457,40,4,1,1,1,1,1,1,40:29.3,6029329,44,1,1,10,78
458,40,1,1,2,2,2,2,2,4.095,6033424,28,2,1,8,78
459,40,13,6,5,3,3,3,3,+1:09.114,6098443,47,4,1,6,78
460,40,21,4,3,4,4,4,4,\N,\N,54,5,11,5,77
461,40,9,2,10,8,5,5,5,\N,\N,39,3,11,4,77
462,40,2,2,9,7,6,6,6,\N,\N,30,12,11,3,77
463,40,25,3,17,11,7,7,7,\N,\N,40,7,11,2,77
464,40,8,6,6,16,8,8,8,\N,\N,62,6,11,1,77
465,40,26,5,19,18,9,9,9,\N,\N,73,10,11,0,77
466,40,22,11,8,9,10,10,10,\N,\N,69,13,11,0,77
467,40,18,11,7,10,11,11,11,\N,\N,40,9,11,0,77
468,40,3,3,16,5,12,12,12,\N,\N,70,11,11,0,77
469,40,5,4,4,15,13,13,13,\N,\N,72,14,5,0,76
470,40,14,9,14,13,14,14,14,\N,\N,75,8,12,0,76
471,40,15,7,12,14,15,15,15,\N,\N,53,18,12,0,76
472,40,23,7,11,20,16,16,16,\N,\N,47,17,12,0,76
473,40,11,8,22,21,17,17,17,\N,\N,74,15,12,0,76
474,40,19,8,23,17,18,18,18,\N,\N,63,16,12,0,76
475,40,27,12,21,22,19,19,19,\N,\N,70,20,30,0,70
476,40,16,12,20,19,,R,20,\N,\N,34,19,3,0,53
477,40,17,9,15,6,,R,21,\N,\N,17,21,6,0,17
478,40,24,5,18,12,,R,22,\N,\N,\N,\N,3,0,2
479,41,1,1,2,1,1,1,1,44:11.3,6251292,37,2,1,10,70
480,41,2,2,9,3,2,2,2,4.343,6255635,19,3,1,8,70
481,41,25,3,17,19,3,3,3,5.325,6256617,67,11,1,6,70
482,41,5,4,4,22,4,4,4,6.729,6258021,67,13,1,5,70
483,41,8,6,6,4,5,5,5,13.007,6264299,21,5,1,4,70
484,41,11,8,22,11,6,6,6,16.698,6267990,47,12,1,3,70
485,41,4,1,1,2,7,7,7,21.936,6273228,46,1,1,2,70
486,41,23,7,11,18,8,8,8,22.888,6274180,38,10,1,1,70
487,41,17,9,15,6,9,9,9,22.96,6274252,47,9,1,0,70
488,41,3,3,16,7,10,10,10,23.984,6275276,42,6,1,0,70
489,41,19,8,23,17,11,11,11,24.318,6275610,36,15,1,0,70
490,41,22,11,8,13,12,12,12,30.439,6281731,62,14,1,0,70
491,41,15,7,12,10,,R,13,\N,\N,12,17,3,0,58
492,41,24,5,18,12,,R,14,\N,\N,9,19,3,0,54
493,41,27,12,21,21,,R,15,\N,\N,21,18,33,0,47
494,41,14,9,14,14,,R,16,\N,\N,19,16,6,0,36
495,41,9,2,10,8,,R,17,\N,\N,19,8,3,0,26
496,41,16,12,20,20,,R,18,\N,\N,20,20,3,0,21
497,41,26,5,19,16,,R,19,\N,\N,6,21,3,0,8
498,41,18,11,7,15,,R,20,\N,\N,\N,\N,6,0,0
499,41,13,6,5,5,,D,21,\N,\N,22,4,2,0,51
500,41,21,4,3,9,,D,22,\N,\N,22,7,2,0,51
501,42,1,1,2,1,1,1,1,31:10.0,5469965,20,2,1,10,73
502,42,4,1,1,2,2,2,2,1.5,5471465,21,3,1,8,73
503,42,13,6,5,3,3,3,3,12.8,5482765,50,4,1,6,73
504,42,8,6,6,4,4,4,4,15.4,5485365,49,1,1,5,73
505,42,5,4,4,6,5,5,5,41.4,5511365,67,7,1,4,73
506,42,15,7,12,8,6,6,6,66.7,5536665,30,10,1,3,73
507,42,17,9,15,9,7,7,7,67.3,5537265,57,8,1,2,73
508,42,20,2,10,7,8,8,8,67.7,5537665,53,6,1,1,73
509,42,21,4,3,10,9,9,9,\N,\N,67,9,11,0,72
510,42,25,3,17,17,10,10,10,\N,\N,41,13,11,0,72
511,42,19,8,23,16,11,11,11,\N,\N,55,12,11,0,72
512,42,18,11,7,13,12,12,12,\N,\N,42,14,11,0,72
513,42,26,5,19,20,13,13,13,\N,\N,66,16,12,0,71
514,42,16,12,20,21,14,14,14,\N,\N,49,15,12,0,71
515,42,27,12,21,22,15,15,15,\N,\N,65,18,13,0,70
516,42,3,3,16,14,16,16,16,\N,\N,34,11,5,0,68
517,42,24,5,18,19,17,17,17,\N,\N,64,17,34,0,68
518,42,2,2,9,5,,R,18,\N,\N,20,5,7,0,56
519,42,11,8,22,18,,R,19,\N,\N,8,19,20,0,13
520,42,14,9,14,11,,R,20,\N,\N,\N,\N,4,0,0
521,42,22,11,8,15,,R,21,\N,\N,\N,\N,4,0,0
522,42,23,7,11,12,,R,22,\N,\N,\N,\N,4,0,0
523,43,8,6,6,3,1,1,1,30:54.2,5454200,20,2,1,10,70
524,43,13,6,5,1,2,2,2,2.414,5456614,42,1,1,8,70
525,43,1,1,2,2,3,3,3,32.153,5486353,39,4,1,6,70
526,43,9,2,10,4,4,4,4,41.727,5495927,44,10,1,5,70
527,43,2,2,9,7,5,5,5,48.801,5503001,70,7,1,4,70
528,43,21,4,3,5,6,6,6,51.94,5506140,70,5,1,3,70
529,43,4,1,1,10,7,7,7,56.516,5510716,36,3,1,2,70
530,43,18,11,7,12,8,8,8,58.885,5513085,70,6,1,1,70
531,43,3,3,16,9,9,9,9,+1:08.505,5522705,69,9,1,0,70
532,43,23,7,11,11,10,10,10,\N,\N,68,8,11,0,69
533,43,22,11,8,13,11,11,11,\N,\N,68,12,11,0,69
534,43,17,9,15,14,12,12,12,\N,\N,69,14,11,0,69
535,43,14,9,14,16,13,13,13,\N,\N,68,15,11,0,69
536,43,25,3,17,18,14,14,14,\N,\N,69,13,11,0,69
537,43,5,4,4,6,15,15,15,\N,\N,69,11,11,0,69
538,43,11,8,22,22,16,16,16,\N,\N,39,16,12,0,68
539,43,16,12,20,21,17,17,17,\N,\N,27,18,12,0,68
540,43,26,5,19,15,,R,18,\N,\N,51,17,6,0,55
541,43,27,12,21,20,,R,19,\N,\N,27,19,35,0,28
542,43,19,8,23,19,,R,20,\N,\N,\N,\N,4,0,1
543,43,15,7,12,8,,R,21,\N,\N,\N,\N,4,0,1
544,43,24,5,18,17,,R,22,\N,\N,\N,\N,4,0,0
545,44,8,6,6,2,1,1,1,21:43.1,4903074,17,1,1,10,59
546,44,4,1,1,3,2,2,2,2.459,4905533,35,3,1,8,59
547,44,1,1,2,1,3,3,3,39.373,4942447,11,4,1,6,59
548,44,9,2,10,5,4,4,4,53.319,4956393,14,6,1,5,59
549,44,13,6,5,4,5,5,5,54.063,4957137,17,2,1,4,59
550,44,2,2,9,9,6,6,6,56.336,4959410,17,5,1,3,59
551,44,5,4,4,7,7,7,7,\N,\N,11,9,11,2,58
552,44,21,4,3,8,8,8,8,\N,\N,13,7,11,1,58
553,44,22,11,8,14,9,9,9,\N,\N,28,13,11,0,58
554,44,18,11,7,18,10,10,10,\N,\N,29,16,11,0,58
555,44,14,9,14,12,11,11,11,\N,\N,40,12,11,0,58
556,44,3,3,16,17,12,12,12,\N,\N,49,11,11,0,58
557,44,25,3,17,13,13,13,13,\N,\N,57,10,11,0,58
558,44,11,8,22,21,14,14,14,\N,\N,42,14,12,0,57
559,44,27,12,21,22,15,15,15,\N,\N,56,21,12,0,57
560,44,24,5,18,16,16,16,16,\N,\N,46,17,6,0,53
561,44,15,7,12,10,,R,17,\N,\N,17,18,31,0,43
562,44,19,8,23,19,,R,18,\N,\N,26,20,26,0,35
563,44,26,5,19,15,,R,19,\N,\N,19,15,3,0,29
564,44,23,7,11,6,,R,20,\N,\N,12,8,36,0,22
565,44,16,12,20,20,,R,21,\N,\N,16,22,5,0,16
566,44,17,9,15,11,,R,22,\N,\N,6,19,9,0,8
567,45,4,1,1,2,1,1,1,06:26.4,7586358,35,2,1,10,60
568,45,13,6,5,3,2,2,2,8.155,7594513,34,1,1,8,60
569,45,17,9,15,6,3,3,3,+1:05.674,7652032,29,8,1,6,60
570,45,25,3,17,12,4,4,4,+1:05.937,7652295,33,5,1,5,60
571,45,14,9,14,20,5,5,5,+1:13.656,7660014,48,6,1,4,60
572,45,2,2,9,4,6,6,6,+1:20.298,7666656,49,7,1,3,60
573,45,9,2,10,5,7,7,7,+1:22.415,7668773,49,9,1,2,60
574,45,5,4,4,7,8,8,8,\N,\N,48,11,11,1,59
575,45,1,1,2,10,9,9,9,\N,\N,29,3,11,0,59
576,45,21,4,3,13,10,10,10,\N,\N,48,12,11,0,59
577,45,22,11,8,14,11,11,11,\N,\N,37,14,11,0,59
578,45,19,8,23,15,12,12,12,\N,\N,46,13,11,0,59
579,45,15,7,12,8,13,13,13,\N,\N,29,10,11,0,59
580,45,8,6,6,1,,R,14,\N,\N,32,4,9,0,34
581,45,11,8,22,16,,R,15,\N,\N,18,16,31,0,19
582,45,23,7,11,9,,R,16,\N,\N,18,15,4,0,18
583,45,28,12,21,22,,R,17,\N,\N,13,17,9,0,13
584,45,18,11,7,17,,R,18,\N,\N,2,18,20,0,2
585,45,16,12,20,21,,R,19,\N,\N,2,19,20,0,2
586,45,3,3,16,11,,R,20,\N,\N,2,20,20,0,2
587,45,26,5,19,18,,R,21,\N,\N,2,21,20,0,2
588,45,24,5,18,19,,R,22,\N,\N,2,22,20,0,2
589,46,1,1,2,1,1,1,1,35:53.0,5752991,13,2,1,10,70
590,46,8,6,6,3,2,2,2,0.715,5753706,70,1,1,8,70
591,46,2,2,9,2,3,3,3,43.129,5796120,16,5,1,6,70
592,46,4,1,1,6,4,4,4,44.858,5797849,49,3,1,5,70
593,46,9,2,10,7,5,5,5,47.616,5800607,40,4,1,4,70
594,46,23,7,11,5,6,6,6,50.669,5803660,69,9,1,3,70
595,46,3,3,16,4,7,7,7,59.139,5812130,68,6,1,2,70
596,46,5,4,4,11,8,8,8,+1:08.104,5821095,69,8,1,1,70
597,46,17,9,15,9,9,9,9,+1:16.331,5829322,63,7,1,0,70
598,46,15,7,12,8,10,10,10,\N,\N,48,12,11,0,69
599,46,14,9,14,10,11,11,11,\N,\N,67,14,11,0,69
600,46,21,4,3,13,12,12,12,\N,\N,66,15,11,0,69
601,46,13,6,5,14,13,13,13,\N,\N,37,11,11,0,69
602,46,25,3,17,12,14,14,14,\N,\N,49,13,11,0,69
603,46,11,8,22,19,15,15,15,\N,\N,66,10,11,0,69
604,46,20,5,19,20,16,16,16,\N,\N,65,16,11,0,69
605,46,16,12,20,21,17,17,17,\N,\N,67,19,12,0,68
606,46,22,11,8,18,18,18,18,\N,\N,34,17,12,0,68
607,46,24,5,18,16,,R,19,\N,\N,35,20,10,0,42
608,46,19,8,23,15,,R,20,\N,\N,39,18,3,0,41
609,46,18,11,7,17,,R,21,\N,\N,25,21,37,0,35
610,46,29,12,21,22,,R,22,\N,\N,4,22,3,0,4
611,47,13,6,5,1,1,1,1,26:42.2,5202161,18,2,1,10,58
612,47,8,6,6,3,2,2,2,2.275,5204436,57,1,1,8,58
613,47,4,1,1,4,3,3,3,26.181,5228342,39,4,1,6,58
614,47,2,2,9,6,4,4,4,39.674,5241835,39,5,1,5,58
615,47,1,1,2,2,5,5,5,45.085,5247246,17,3,1,4,58
616,47,5,4,4,7,6,6,6,46.169,5248330,20,7,1,3,58
617,47,3,3,16,8,7,7,7,55.778,5257939,37,6,1,2,58
618,47,9,2,10,5,8,8,8,56.707,5258868,11,11,1,1,58
619,47,21,4,3,10,9,9,9,59.491,5261652,56,9,1,0,58
620,47,14,9,14,13,10,10,10,+1:11.009,5273170,54,13,1,0,58
621,47,25,3,17,14,11,11,11,+1:19.628,5281789,55,8,1,0,58
622,47,23,7,11,16,12,12,12,\N,\N,55,12,11,0,57
623,47,18,11,7,21,13,13,13,\N,\N,34,10,11,0,57
624,47,19,8,23,11,14,14,14,\N,\N,38,17,11,0,57
625,47,24,5,18,15,15,15,15,\N,\N,56,16,11,0,57
626,47,15,7,12,9,16,16,16,\N,\N,39,14,11,0,57
627,47,22,11,8,22,17,17,17,\N,\N,35,15,11,0,57
628,47,11,8,22,17,18,18,18,\N,\N,56,18,11,0,57
629,47,20,5,19,18,19,19,19,\N,\N,39,19,11,0,57
630,47,29,12,21,20,20,20,20,\N,\N,21,22,12,0,56
631,47,16,12,20,19,21,21,21,\N,\N,52,20,32,0,53
632,47,17,9,15,12,,R,22,\N,\N,4,21,9,0,9
633,48,4,1,1,1,1,1,1,18:37.8,4717806,15,1,1,10,53
634,48,1,1,2,2,2,2,2,6.062,4723868,17,2,1,8,53
635,48,8,6,6,5,3,3,3,27.325,4745131,21,3,1,6,53
636,48,2,2,9,4,4,4,4,56.562,4774368,19,4,1,5,53
637,48,9,2,10,6,5,5,5,+1:00.558,4778364,22,5,1,4,53
638,48,3,3,16,8,6,6,6,+1:05.810,4783616,52,8,1,3,53
639,48,5,4,4,7,7,7,7,+1:06.751,4784557,53,7,1,2,53
640,48,18,11,7,10,8,8,8,+1:02.168,4779974,32,9,1,1,53
641,48,17,9,15,11,9,9,9,+1:05.879,4783685,46,13,1,0,53
642,48,22,11,8,12,10,10,10,+1:06.958,4784764,52,12,1,0,53
643,48,15,7,12,9,11,11,11,+1:07.736,4785542,49,10,1,0,53
644,48,21,4,3,15,12,12,12,\N,\N,32,14,11,0,52
645,48,25,3,17,13,13,13,13,\N,\N,42,16,11,0,52
646,48,19,8,23,14,14,14,14,\N,\N,46,17,11,0,52
647,48,23,7,11,18,15,15,15,\N,\N,49,15,11,0,52
648,48,11,8,22,17,16,16,16,\N,\N,49,11,11,0,52
649,48,24,5,18,19,17,17,17,\N,\N,45,19,11,0,52
650,48,20,5,19,16,18,18,18,\N,\N,47,18,11,0,52
651,48,16,12,20,21,19,19,19,\N,\N,30,20,11,0,52
652,48,29,12,21,22,20,20,20,\N,\N,34,21,11,0,52
653,48,13,6,5,3,,R,21,\N,\N,8,6,22,0,10
654,48,14,9,14,20,,R,22,\N,\N,\N,\N,3,0,1
655,49,8,6,6,1,1,1,1,20:39.1,4839066,12,2,1,10,44
656,49,13,6,5,2,2,2,2,4.695,4843761,34,1,1,8,44
657,49,4,1,1,3,3,3,3,14.343,4853409,44,3,1,6,44
658,49,1,1,2,4,4,4,4,23.615,4862681,41,4,1,5,44
659,49,2,2,9,6,5,5,5,51.879,4890945,33,5,1,4,44
660,49,3,3,16,5,6,6,6,+1:16.876,4915942,29,9,1,3,44
661,49,17,9,15,7,7,7,7,+1:20.639,4919705,12,11,1,2,44
662,49,5,4,4,9,8,8,8,+1:25.106,4924172,21,8,1,1,44
663,49,9,2,10,14,9,9,9,+1:25.661,4924727,32,6,1,0,44
664,49,23,7,11,10,10,10,10,+1:28.574,4927640,43,10,1,0,44
665,49,15,7,12,8,11,11,11,+1:43.653,4942719,43,7,1,0,44
666,49,24,5,18,13,12,12,12,\N,\N,40,13,11,0,43
667,49,22,11,8,17,13,13,13,\N,\N,43,12,11,0,43
668,49,16,12,20,19,14,14,14,\N,\N,29,15,11,0,43
669,49,11,8,22,18,15,15,15,\N,\N,32,14,11,0,43
670,49,19,8,23,20,16,16,16,\N,\N,43,19,11,0,43
671,49,29,12,21,21,17,17,17,\N,\N,30,20,11,0,43
672,49,18,11,7,12,,R,18,\N,\N,22,16,9,0,36
673,49,25,3,17,15,,R,19,\N,\N,18,18,32,0,34
674,49,14,9,14,11,,R,20,\N,\N,24,17,9,0,29
675,49,20,5,19,16,,R,21,\N,\N,4,21,38,0,8
676,49,21,4,3,22,,R,22,\N,\N,\N,\N,22,0,1
677,50,1,1,2,1,1,1,1,00:34.6,7234579,27,1,1,10,67
678,50,5,4,4,11,2,2,2,8.377,7242956,34,9,1,8,67
679,50,8,6,6,3,3,3,3,9.478,7244057,29,8,1,6,67
680,50,14,9,14,12,4,4,4,20.297,7254876,56,11,1,5,67
681,50,21,4,3,10,5,5,5,38.864,7273443,33,12,1,4,67
682,50,13,6,5,4,6,6,6,49.042,7283621,32,7,1,3,67
683,50,9,2,10,9,7,7,7,49.285,7283864,32,4,1,2,67
684,50,16,12,20,20,8,8,8,+1:00.129,7294708,54,18,1,1,67
685,50,24,5,18,14,9,9,9,+1:20.622,7315201,35,13,1,0,67
686,50,22,11,8,17,10,10,10,+1:28.342,7322921,57,15,1,0,67
687,50,18,11,7,6,11,11,11,\N,\N,58,19,22,0,66
688,50,29,12,21,22,12,12,12,\N,\N,33,20,11,0,66
689,50,15,7,12,13,13,13,13,\N,\N,55,21,11,0,66
690,50,2,2,9,5,14,14,14,\N,\N,28,6,39,0,65
691,50,11,8,22,21,15,15,15,\N,\N,54,16,4,0,65
692,50,23,7,11,15,,R,16,\N,\N,33,14,29,0,55
693,50,19,8,23,19,,R,17,\N,\N,27,17,37,0,54
694,50,3,3,16,16,,R,18,\N,\N,27,10,40,0,49
695,50,20,5,19,8,,R,19,\N,\N,31,5,4,0,46
696,50,17,9,15,7,,R,20,\N,\N,30,3,4,0,45
697,50,4,1,1,2,,R,21,\N,\N,25,2,3,0,41
698,50,25,3,17,18,,R,22,\N,\N,19,22,4,0,19
699,51,8,6,6,2,1,1,1,37:58.4,5878395,52,3,1,10,56
700,51,4,1,1,4,2,2,2,9.806,5888201,54,2,1,8,56
701,51,13,6,5,3,3,3,3,12.891,5891286,56,1,1,6,56
702,51,20,5,19,17,4,4,4,53.509,5931904,52,13,1,5,56
703,51,18,11,7,10,5,5,5,+1:08.666,5947061,39,5,1,4,56
704,51,24,5,18,11,6,6,6,+1:13.673,5952068,53,11,1,3,56
705,51,2,2,9,8,7,7,7,+1:14.224,5952619,55,7,1,2,56
706,51,14,9,14,5,8,8,8,+1:20.750,5959145,55,10,1,1,56
707,51,5,4,4,13,9,9,9,+1:21.186,5959581,52,8,1,0,56
708,51,17,9,15,7,10,10,10,+1:24.685,5963080,55,9,1,0,56
709,51,21,4,3,18,11,11,11,+1:26.683,5965078,39,4,1,0,56
710,51,25,3,17,19,12,12,12,\N,\N,54,12,11,0,55
711,51,15,7,12,12,13,13,13,\N,\N,55,14,11,0,55
712,51,11,8,22,20,14,14,14,\N,\N,54,15,11,0,55
713,51,22,11,8,16,15,15,15,\N,\N,55,16,11,0,55
714,51,3,3,16,15,16,16,16,\N,\N,54,6,12,0,54
715,51,29,12,21,22,17,17,17,\N,\N,52,17,13,0,53
716,51,9,2,10,9,,R,18,\N,\N,32,18,9,0,33
717,51,1,1,2,1,,R,19,\N,\N,22,19,20,0,30
718,51,23,7,11,6,,R,20,\N,\N,25,20,20,0,25
719,51,16,12,20,21,,R,21,\N,\N,22,21,3,0,24
720,51,19,8,23,14,,R,22,\N,\N,9,22,23,0,11
721,52,8,6,6,3,1,1,1,28:15.3,5295270,66,1,1,10,71
722,52,13,6,5,1,2,2,2,1.493,5296763,71,3,1,8,71
723,52,4,1,1,4,3,3,3,57.019,5352289,59,6,1,6,71
724,52,3,3,16,10,4,4,4,+1:02.848,5358118,56,7,1,5,71
725,52,9,2,10,7,5,5,5,+1:10.957,5366227,61,4,1,4,71
726,52,2,2,9,6,6,6,6,+1:11.317,5366587,53,10,1,3,71
727,52,1,1,2,2,7,7,7,\N,\N,58,2,11,2,70
728,52,15,7,12,8,8,8,8,\N,\N,68,8,11,1,70
729,52,14,9,14,9,9,9,9,\N,\N,22,13,11,0,70
730,52,6,3,17,19,10,10,10,\N,\N,69,5,11,0,70
731,52,23,7,11,15,11,11,11,\N,\N,65,9,11,0,70
732,52,11,8,22,18,12,12,12,\N,\N,39,19,12,0,69
733,52,24,5,18,14,13,13,13,\N,\N,56,11,12,0,69
734,52,19,8,23,20,14,14,14,\N,\N,64,14,13,0,68
735,52,16,12,20,21,,R,15,\N,\N,13,20,23,0,43
736,52,22,11,8,11,,R,16,\N,\N,32,17,5,0,40
737,52,5,4,4,17,,R,17,\N,\N,31,18,3,0,35
738,52,20,5,19,13,,R,18,\N,\N,18,16,9,0,34
739,52,18,11,7,16,,R,19,\N,\N,20,12,5,0,20
740,52,17,9,15,5,,R,20,\N,\N,13,15,6,0,14
741,52,29,12,21,22,,R,21,\N,\N,2,21,4,0,2
742,52,21,4,3,12,,R,22,\N,\N,2,22,4,0,2
743,53,4,4,1,4,1,1,1,29:46.2,5386205,21,3,1,10,57
744,53,30,6,5,1,2,2,2,1.246,5387451,38,2,1,8,57
745,53,8,1,3,22,3,3,3,19.36,5405565,29,8,1,6,57
746,53,18,11,12,3,4,4,4,19.992,5406197,39,5,1,5,57
747,53,31,1,4,5,5,5,5,37.048,5423253,21,7,1,4,57
748,53,17,3,9,7,6,6,6,41.932,5428137,25,4,1,3,57
749,53,3,3,10,12,7,7,7,+1:03.043,5449248,42,1,1,2,57
750,53,32,9,15,8,8,8,8,+1:06.771,5452976,40,10,1,1,57
751,53,13,6,6,2,9,9,9,+1:09.907,5456112,28,6,1,0,57
752,53,14,9,14,13,10,10,10,+1:15.541,5461746,26,11,1,0,57
753,53,24,5,20,15,11,11,11,+1:25.997,5472202,26,12,1,0,57
754,53,2,2,16,10,12,12,12,\N,\N,26,14,11,0,56
755,53,26,5,21,16,13,13,13,\N,\N,45,9,11,0,56
756,53,23,7,7,17,14,14,14,\N,\N,25,16,11,0,56
757,53,22,11,11,6,15,15,15,\N,\N,14,15,11,0,56
758,53,15,7,8,14,16,16,16,\N,\N,24,18,11,0,56
759,53,33,13,18,19,17,17,17,\N,\N,41,19,12,0,55
760,53,11,8,22,20,18,18,18,\N,\N,17,20,14,0,53
761,53,34,8,23,21,,R,19,\N,\N,11,21,26,0,35
762,53,35,2,17,11,,R,20,\N,\N,20,13,5,0,29
763,53,21,4,2,9,,R,21,\N,\N,15,17,9,0,21
764,53,27,13,19,18,,R,22,\N,\N,\N,\N,30,0,0
765,54,21,4,2,1,1,1,1,30:40.5,5440529,16,2,1,10,56
766,54,4,4,1,7,2,2,2,4.585,5445114,45,1,1,8,56
767,54,18,11,12,2,3,3,3,9.631,5450160,35,4,1,6,56
768,54,31,1,4,5,4,4,4,39.351,5479880,39,3,1,5,56
769,54,13,6,6,21,5,5,5,43.254,5483783,51,8,1,4,56
770,54,30,6,5,14,6,6,6,43.854,5484383,44,5,1,3,56
771,54,35,2,17,10,7,7,7,+1:20.461,5520990,43,9,1,2,56
772,54,23,7,7,22,8,8,8,+1:21.288,5521817,34,6,1,1,56
773,54,15,7,8,9,9,9,9,\N,\N,52,11,11,0,55
774,54,22,11,11,20,10,10,10,\N,\N,54,10,11,0,55
775,54,24,5,20,13,11,11,11,\N,\N,40,16,12,0,54
776,54,27,13,19,15,12,12,12,\N,\N,34,18,12,0,54
777,54,33,13,18,16,13,13,13,\N,\N,39,19,12,0,54
778,54,11,8,22,17,14,14,14,\N,\N,14,20,13,0,53
779,54,2,2,16,11,,R,15,\N,\N,41,7,5,0,48
780,54,26,5,21,12,,R,16,\N,\N,25,14,8,0,41
781,54,34,8,23,18,,R,17,\N,\N,18,21,26,0,33
782,54,32,9,15,8,,R,18,\N,\N,14,13,9,0,26
783,54,17,3,9,4,,R,19,\N,\N,12,12,9,0,15
784,54,14,9,14,19,,R,20,\N,\N,4,17,9,0,10
785,54,3,3,10,3,,R,21,\N,\N,6,15,5,0,6
786,54,8,1,3,6,,R,22,\N,\N,\N,\N,3,0,0
787,55,4,4,1,3,1,1,1,34:27.9,5667870,49,2,1,10,57
788,55,8,1,3,4,2,2,2,1.8,5669670,57,1,1,8,57
789,55,23,7,7,6,3,3,3,24.8,5692670,45,10,1,6,57
790,55,2,2,16,8,4,4,4,31,5698870,49,7,1,5,57
